,FYear,FMonth,FDay,FD06,Departure,CityDeparture,Arrival,CityArrival,WeekOfYear,Trimester,Distance,Start,Finish
7658,2013,01,05,5.0,6,13,10,9,1.0,1.0,47,NE,SW
7659,2011,10,10,0.0,3,5,14,11,41.0,3.0,4,SW,NE
7660,2012,06,26,1.0,11,12,0,0,26.0,2.0,6,NE,SE
7661,2012,10,05,4.0,3,5,10,9,40.0,3.0,17,SW,SW
7662,2012,10,24,2.0,19,17,15,3,43.0,3.0,41,SW,NE
7663,2011,11,03,3.0,17,16,15,3,44.0,3.0,31,SW,NE
7664,2011,12,16,4.0,3,5,14,11,50.0,3.0,4,SW,NE
7665,2012,04,21,5.0,10,9,3,5,16.0,1.0,17,SW,SW
7666,2012,12,04,1.0,7,7,10,9,49.0,3.0,29,SE,SW
7667,2012,02,29,2.0,10,9,4,4,9.0,1.0,27,SW,SE
7668,2012,08,29,2.0,0,0,15,3,35.0,2.0,60,SE,NE
7669,2012,03,08,3.0,9,8,3,5,10.0,1.0,2,SW,SW
7670,2012,04,21,5.0,10,9,6,13,16.0,1.0,47,SW,NE
7671,2012,03,21,2.0,4,4,0,0,12.0,1.0,5,SE,SE
7672,2011,10,17,0.0,14,11,0,0,42.0,3.0,15,NE,SE
7673,2011,10,16,6.0,4,4,9,8,41.0,3.0,24,SE,SW
7674,2012,10,28,6.0,15,3,4,4,43.0,3.0,8,NE,SE
7675,2012,03,31,5.0,14,11,3,5,13.0,1.0,4,NE,SW
7676,2012,08,07,1.0,11,12,13,10,32.0,2.0,20,NE,SE
7677,2011,12,19,0.0,0,0,1,1,51.0,3.0,18,SE,NE
7678,2011,10,07,4.0,8,12,9,8,40.0,3.0,46,NE,SW
7679,2011,10,20,3.0,7,7,10,9,42.0,3.0,29,SE,SW
7680,2012,12,29,5.0,19,17,15,3,52.0,3.0,41,SW,NE
7681,2012,08,05,6.0,8,12,13,10,31.0,2.0,19,NE,SE
7682,2012,04,23,0.0,15,3,16,15,17.0,1.0,7,NE,SE
7683,2013,01,22,1.0,18,18,3,5,4.0,1.0,25,NW,SW
7684,2011,09,09,4.0,5,6,15,3,36.0,3.0,44,NE,NE
7685,2012,07,16,0.0,15,3,19,17,29.0,2.0,41,NE,SW
7686,2012,08,12,6.0,0,0,14,11,32.0,2.0,15,SE,NE
7687,2013,01,21,0.0,10,9,15,3,4.0,1.0,39,SW,NE
7688,2011,12,07,2.0,2,2,0,0,49.0,3.0,37,SE,SE
7689,2012,02,09,3.0,19,17,9,8,6.0,1.0,56,SW,SW
7690,2011,10,27,3.0,3,5,14,11,43.0,3.0,4,SW,NE
7691,2012,08,03,4.0,0,0,4,4,31.0,2.0,5,SE,SE
7692,2012,06,20,2.0,4,4,10,9,25.0,2.0,27,SE,SW
7693,2012,08,02,3.0,9,8,3,5,31.0,2.0,2,SW,SW
7694,2012,04,15,6.0,3,5,9,8,15.0,1.0,2,SW,SW
7695,2012,08,29,2.0,15,3,3,5,35.0,2.0,21,NE,SW
7696,2012,01,01,6.0,15,3,1,1,52.0,1.0,22,NE,NE
7697,2013,01,24,3.0,4,4,1,1,4.0,1.0,33,SE,NE
7698,2012,01,20,4.0,10,9,4,4,3.0,1.0,27,SW,SE
7699,2012,02,25,5.0,0,0,1,1,8.0,1.0,18,SE,NE
7700,2012,02,21,1.0,6,13,19,17,8.0,1.0,50,NE,SW
7701,2013,02,25,0.0,1,1,19,17,9.0,1.0,53,NE,SW
7702,2012,11,01,3.0,11,12,5,6,44.0,3.0,61,NE,NE
7703,2011,11,24,3.0,3,5,19,17,47.0,3.0,23,SW,SW
7704,2011,09,10,5.0,6,13,0,0,36.0,3.0,3,NE,SE
7705,2012,02,19,6.0,0,0,13,10,7.0,1.0,58,SE,SE
7706,2012,08,17,4.0,5,6,0,0,33.0,2.0,57,NE,SE
7707,2012,12,03,0.0,11,12,15,3,49.0,3.0,12,NE,NE
7708,2012,07,15,6.0,11,12,4,4,28.0,2.0,30,NE,SE
7709,2011,09,04,6.0,11,12,4,4,35.0,3.0,30,NE,SE
7710,2011,11,23,2.0,16,15,4,4,47.0,3.0,28,SE,SE
7711,2012,02,26,6.0,12,14,16,15,8.0,1.0,9,SE,SE
7712,2012,08,21,1.0,19,17,15,3,34.0,2.0,41,SW,NE
7713,2013,02,18,0.0,4,4,3,5,8.0,1.0,0,SE,SW
7714,2013,01,28,0.0,17,16,3,5,5.0,1.0,62,SW,SW
7715,2012,10,07,6.0,2,2,0,0,40.0,3.0,37,SE,SE
7716,2012,01,03,1.0,15,3,0,0,1.0,1.0,60,NE,SE
7717,2012,04,01,6.0,0,0,11,12,13.0,1.0,6,SE,NE
7718,2012,05,01,1.0,0,0,14,11,18.0,1.0,15,SE,NE
7719,2012,11,30,4.0,15,3,7,7,48.0,3.0,13,NE,SE
7720,2012,06,20,2.0,6,13,1,1,25.0,2.0,36,NE,NE
7721,2012,02,29,2.0,17,16,3,5,9.0,1.0,62,SW,SW
7722,2013,01,14,0.0,10,9,18,18,3.0,1.0,11,SW,NW
7723,2012,03,13,1.0,17,16,15,3,11.0,1.0,31,SW,NE
7724,2011,10,02,6.0,18,18,3,5,39.0,3.0,25,NW,SW
7725,2011,11,11,4.0,5,6,11,12,45.0,3.0,61,NE,NE
7726,2012,02,09,3.0,18,18,19,17,6.0,1.0,63,NW,SW
7727,2012,04,15,6.0,1,1,15,3,15.0,1.0,22,NE,NE
7728,2012,01,22,6.0,1,1,11,12,3.0,1.0,35,NE,NE
7729,2012,02,04,5.0,11,12,4,4,5.0,1.0,30,NE,SE
7730,2011,09,21,2.0,14,11,3,5,38.0,3.0,4,NE,SW
7731,2011,11,08,1.0,18,18,10,9,45.0,3.0,11,NW,SW
7732,2013,01,11,4.0,0,0,6,13,2.0,1.0,3,SE,NE
7733,2013,02,20,2.0,0,0,2,2,8.0,1.0,37,SE,SE
7734,2011,11,16,2.0,12,14,0,0,46.0,3.0,55,SE,SE
7735,2011,10,05,2.0,1,1,10,9,40.0,3.0,49,NE,SW
7736,2012,07,20,4.0,19,17,10,9,29.0,2.0,52,SW,SW
7737,2012,09,01,5.0,10,9,9,8,35.0,3.0,38,SW,SW
7738,2012,02,27,0.0,18,18,15,3,9.0,1.0,42,NW,NE
7739,2011,12,03,5.0,1,1,15,3,48.0,3.0,22,NE,NE
7740,2012,11,11,6.0,16,15,4,4,45.0,3.0,28,SE,SE
7741,2011,12,16,4.0,0,0,1,1,50.0,3.0,18,SE,NE
7742,2012,09,20,3.0,18,18,10,9,38.0,3.0,11,NW,SW
7743,2012,01,10,1.0,3,5,15,3,2.0,1.0,21,SW,NE
7744,2011,11,30,2.0,0,0,10,9,48.0,3.0,40,SE,SW
7745,2011,12,26,0.0,10,9,0,0,52.0,3.0,40,SW,SE
7746,2012,04,06,4.0,2,2,11,12,14.0,1.0,59,SE,NE
7747,2012,10,10,2.0,0,0,12,14,41.0,3.0,55,SE,SE
7748,2013,01,13,6.0,5,6,0,0,2.0,1.0,57,NE,SE
7749,2012,02,23,3.0,15,3,7,7,8.0,1.0,13,NE,SE
7750,2012,04,05,3.0,15,3,11,12,14.0,1.0,12,NE,NE
7751,2012,07,19,3.0,6,13,12,14,29.0,2.0,14,NE,SE
7752,2011,12,06,1.0,0,0,14,11,49.0,3.0,15,SE,NE
7753,2012,11,11,6.0,11,12,1,1,45.0,3.0,35,NE,NE
7754,2012,07,03,1.0,11,12,5,6,27.0,2.0,61,NE,NE
7755,2011,09,10,5.0,8,12,9,8,36.0,3.0,46,NE,SW
7756,2013,01,17,3.0,1,1,10,9,3.0,1.0,49,NE,SW
7757,2011,10,01,5.0,4,4,3,5,39.0,3.0,0,SE,SW
7758,2012,10,04,3.0,10,9,0,0,40.0,3.0,40,SW,SE
7759,2012,10,07,6.0,10,9,1,1,40.0,3.0,49,SW,NE
7760,2012,06,17,6.0,0,0,10,9,24.0,2.0,40,SE,SW
7761,2011,10,27,3.0,15,3,1,1,43.0,3.0,22,NE,NE
7762,2011,11,21,0.0,1,1,15,3,47.0,3.0,22,NE,NE
7763,2011,11,22,1.0,15,3,6,13,47.0,3.0,10,NE,NE
7764,2012,02,10,4.0,6,13,15,3,6.0,1.0,10,NE,NE
7765,2012,09,25,1.0,10,9,15,3,39.0,3.0,39,SW,NE
7766,2011,10,21,4.0,10,9,18,18,42.0,3.0,11,SW,NW
7767,2012,03,27,1.0,12,14,6,13,13.0,1.0,14,SE,NE
7768,2012,12,14,4.0,19,17,0,0,50.0,3.0,43,SW,SE
7769,2012,07,10,1.0,3,5,14,11,28.0,2.0,4,SW,NE
7770,2012,05,30,2.0,0,0,10,9,22.0,1.0,40,SE,SW
7771,2012,03,05,0.0,1,1,15,3,10.0,1.0,22,NE,NE
7772,2012,03,31,5.0,0,0,19,17,13.0,1.0,43,SE,SW
7773,2012,04,13,4.0,19,17,18,18,15.0,1.0,63,SW,NW
7774,2011,11,08,1.0,5,6,0,0,45.0,3.0,57,NE,SE
7775,2011,12,01,3.0,5,6,0,0,48.0,3.0,57,NE,SE
7776,2012,10,19,4.0,14,11,15,3,42.0,3.0,54,NE,NE
7777,2012,07,17,1.0,1,1,19,17,29.0,2.0,53,NE,SW
7778,2012,04,24,1.0,14,11,0,0,17.0,1.0,15,NE,SE
7779,2012,06,29,4.0,9,8,4,4,26.0,2.0,24,SW,SE
7780,2011,11,11,4.0,9,8,8,12,45.0,3.0,46,SW,NE
7781,2012,06,11,0.0,11,12,13,10,24.0,2.0,20,NE,SE
7782,2011,09,24,5.0,10,9,3,5,38.0,3.0,17,SW,SW
7783,2011,09,25,6.0,1,1,16,15,38.0,3.0,45,NE,SE
7784,2012,05,06,6.0,10,9,4,4,18.0,1.0,27,SW,SE
7785,2012,11,21,2.0,18,18,10,9,47.0,3.0,11,NW,SW
7786,2012,01,11,2.0,18,18,19,17,2.0,1.0,63,NW,SW
7787,2012,04,03,1.0,2,2,0,0,14.0,1.0,37,SE,SE
7788,2013,02,08,4.0,4,4,10,9,6.0,1.0,27,SE,SW
7789,2012,01,26,3.0,9,8,8,12,4.0,1.0,46,SW,NE
7790,2012,01,12,3.0,15,3,19,17,2.0,1.0,41,NE,SW
7791,2012,01,22,6.0,1,1,10,9,3.0,1.0,49,NE,SW
7792,2012,08,23,3.0,15,3,19,17,34.0,2.0,41,NE,SW
7793,2011,09,06,1.0,5,6,15,3,36.0,3.0,44,NE,NE
7794,2012,09,30,6.0,3,5,19,17,39.0,3.0,23,SW,SW
7795,2012,01,02,0.0,16,15,15,3,1.0,1.0,7,SE,NE
7796,2013,02,04,0.0,3,5,19,17,6.0,1.0,23,SW,SW
7797,2012,08,09,3.0,6,13,12,14,32.0,2.0,14,NE,SE
7798,2012,07,25,2.0,10,9,4,4,30.0,2.0,27,SW,SE
7799,2011,09,10,5.0,15,3,6,13,36.0,3.0,10,NE,NE
7800,2012,06,03,6.0,11,12,1,1,22.0,2.0,35,NE,NE
7801,2012,04,08,6.0,0,0,12,14,14.0,1.0,55,SE,SE
7802,2012,07,03,1.0,10,9,18,18,27.0,2.0,11,SW,NW
7803,2012,01,21,5.0,19,17,0,0,3.0,1.0,43,SW,SE
7804,2012,04,17,1.0,7,7,15,3,16.0,1.0,13,SE,NE
7805,2012,11,10,5.0,10,9,3,5,45.0,3.0,17,SW,SW
7806,2012,11,08,3.0,8,12,9,8,45.0,3.0,46,NE,SW
7807,2012,02,19,6.0,3,5,4,4,7.0,1.0,0,SW,SE
7808,2012,11,09,4.0,0,0,6,13,45.0,3.0,3,SE,NE
7809,2012,10,05,4.0,10,9,9,8,40.0,3.0,38,SW,SW
7810,2012,10,07,6.0,1,1,0,0,40.0,3.0,18,NE,SE
7811,2012,02,20,0.0,1,1,15,3,8.0,1.0,22,NE,NE
7812,2012,10,04,3.0,0,0,2,2,40.0,3.0,37,SE,SE
7813,2012,03,03,5.0,1,1,15,3,9.0,1.0,22,NE,NE
7814,2012,11,14,2.0,3,5,9,8,46.0,3.0,2,SW,SW
7815,2011,10,26,2.0,4,4,1,1,43.0,3.0,33,SE,NE
7816,2012,06,26,1.0,19,17,1,1,26.0,2.0,53,SW,NE
7817,2013,01,24,3.0,18,18,19,17,4.0,1.0,63,NW,SW
7818,2012,06,09,5.0,16,15,12,14,23.0,2.0,9,SE,SE
7819,2011,09,02,4.0,12,14,6,13,35.0,3.0,14,SE,NE
7820,2013,02,09,5.0,2,2,11,12,6.0,1.0,59,SE,NE
7821,2013,01,07,0.0,0,0,5,6,2.0,1.0,57,SE,NE
7822,2013,02,22,4.0,11,12,13,10,8.0,1.0,20,NE,SE
7823,2011,09,21,2.0,3,5,9,8,38.0,3.0,2,SW,SW
7824,2013,02,16,5.0,1,1,10,9,7.0,1.0,49,NE,SW
7825,2012,05,19,5.0,4,4,15,3,20.0,1.0,8,SE,NE
7826,2012,08,04,5.0,19,17,8,12,31.0,2.0,51,SW,NE
7827,2011,12,11,6.0,10,9,9,8,49.0,3.0,38,SW,SW
7828,2012,01,07,5.0,18,18,15,3,1.0,1.0,42,NW,NE
7829,2012,02,17,4.0,0,0,11,12,7.0,1.0,6,SE,NE
7830,2012,04,08,6.0,10,9,0,0,14.0,1.0,40,SW,SE
7831,2012,06,10,6.0,0,0,5,6,23.0,2.0,57,SE,NE
7832,2012,08,22,2.0,10,9,4,4,34.0,2.0,27,SW,SE
7833,2011,09,05,0.0,19,17,10,9,36.0,3.0,52,SW,SW
7834,2012,10,14,6.0,15,3,11,12,41.0,3.0,12,NE,NE
7835,2012,05,12,5.0,6,13,12,14,19.0,1.0,14,NE,SE
7836,2012,06,12,1.0,2,2,0,0,24.0,2.0,37,SE,SE
7837,2012,02,23,3.0,5,6,0,0,8.0,1.0,57,NE,SE
7838,2011,10,25,1.0,15,3,5,6,43.0,3.0,44,NE,NE
7839,2012,04,11,2.0,19,17,6,13,15.0,1.0,50,SW,NE
7840,2012,11,16,4.0,1,1,15,3,46.0,3.0,22,NE,NE
7841,2012,01,07,5.0,5,6,11,12,1.0,1.0,61,NE,NE
7842,2012,12,10,0.0,15,3,5,6,50.0,3.0,44,NE,NE
7843,2011,11,19,5.0,0,0,2,2,46.0,3.0,37,SE,SE
7844,2012,11,19,0.0,17,16,3,5,47.0,3.0,62,SW,SW
7845,2012,06,02,5.0,15,3,18,18,22.0,2.0,42,NE,NW
7846,2013,02,09,5.0,3,5,10,9,6.0,1.0,17,SW,SW
7847,2012,11,06,1.0,18,18,19,17,45.0,3.0,63,NW,SW
7848,2012,01,18,2.0,11,12,0,0,3.0,1.0,6,NE,SE
7849,2011,09,26,0.0,4,4,1,1,39.0,3.0,33,SE,NE
7850,2012,09,19,2.0,18,18,19,17,38.0,3.0,63,NW,SW
7851,2013,01,04,4.0,19,17,3,5,1.0,1.0,23,SW,SW
7852,2012,06,20,2.0,15,3,9,8,25.0,2.0,34,NE,SW
7853,2012,05,19,5.0,13,10,11,12,20.0,1.0,20,SE,NE
7854,2012,03,08,3.0,7,7,15,3,10.0,1.0,13,SE,NE
7855,2012,01,29,6.0,15,3,16,15,4.0,1.0,7,NE,SE
7856,2012,01,26,3.0,4,4,1,1,4.0,1.0,33,SE,NE
7857,2012,11,27,1.0,12,14,16,15,48.0,3.0,9,SE,SE
7858,2012,09,20,3.0,17,16,3,5,38.0,3.0,62,SW,SW
7859,2012,09,19,2.0,19,17,15,3,38.0,3.0,41,SW,NE
7860,2011,09,25,6.0,10,9,18,18,38.0,3.0,11,SW,NW
7861,2012,06,06,2.0,11,12,1,1,23.0,2.0,35,NE,NE
7862,2012,10,17,2.0,11,12,4,4,42.0,3.0,30,NE,SE
7863,2012,05,24,3.0,9,8,8,12,21.0,1.0,46,SW,NE
7864,2012,10,16,1.0,7,7,10,9,42.0,3.0,29,SE,SW
7865,2012,02,14,1.0,19,17,8,12,7.0,1.0,51,SW,NE
7866,2012,06,14,3.0,19,17,18,18,24.0,2.0,63,SW,NW
7867,2013,01,25,4.0,19,17,18,18,4.0,1.0,63,SW,NW
7868,2011,09,08,3.0,0,0,15,3,36.0,3.0,60,SE,NE
7869,2011,11,08,1.0,0,0,3,5,45.0,3.0,26,SE,SW
7870,2011,11,08,1.0,4,4,19,17,45.0,3.0,32,SE,SW
7871,2012,08,21,1.0,8,12,13,10,34.0,2.0,19,NE,SE
7872,2011,11,16,2.0,3,5,4,4,46.0,3.0,0,SW,SE
7873,2012,11,15,3.0,3,5,14,11,46.0,3.0,4,SW,NE
7874,2012,05,30,2.0,6,13,12,14,22.0,1.0,14,NE,SE
7875,2012,06,21,3.0,0,0,4,4,25.0,2.0,5,SE,SE
7876,2012,11,19,0.0,3,5,9,8,47.0,3.0,2,SW,SW
7877,2012,12,19,2.0,15,3,9,8,51.0,3.0,34,NE,SW
7878,2011,12,11,6.0,4,4,11,12,49.0,3.0,30,SE,NE
7879,2012,01,26,3.0,8,12,19,17,4.0,1.0,51,NE,SW
7880,2012,04,14,5.0,12,14,16,15,15.0,1.0,9,SE,SE
7881,2012,09,01,5.0,9,8,15,3,35.0,3.0,34,SW,NE
7882,2012,12,27,3.0,13,10,11,12,52.0,3.0,20,SE,NE
7883,2012,04,30,0.0,0,0,2,2,18.0,1.0,37,SE,SE
7884,2012,07,12,3.0,8,12,19,17,28.0,2.0,51,NE,SW
7885,2012,07,05,3.0,3,5,14,11,27.0,2.0,4,SW,NE
7886,2013,01,19,5.0,0,0,11,12,3.0,1.0,6,SE,NE
7887,2012,12,08,5.0,10,9,7,7,49.0,3.0,29,SW,SE
7888,2011,12,30,4.0,15,3,18,18,52.0,3.0,42,NE,NW
7889,2012,10,25,3.0,11,12,13,10,43.0,3.0,20,NE,SE
7890,2011,12,12,0.0,16,15,15,3,50.0,3.0,7,SE,NE
7891,2013,02,18,0.0,3,5,14,11,8.0,1.0,4,SW,NE
7892,2011,12,11,6.0,16,15,0,0,49.0,3.0,1,SE,SE
7893,2012,10,04,3.0,4,4,0,0,40.0,3.0,5,SE,SE
7894,2011,09,11,6.0,10,9,7,7,36.0,3.0,29,SW,SE
7895,2012,04,18,2.0,13,10,0,0,16.0,1.0,58,SE,SE
7896,2012,12,27,3.0,6,13,19,17,52.0,3.0,50,NE,SW
7897,2011,11,09,2.0,9,8,4,4,45.0,3.0,24,SW,SE
7898,2012,03,21,2.0,14,11,0,0,12.0,1.0,15,NE,SE
7899,2012,06,30,5.0,15,3,18,18,26.0,2.0,42,NE,NW
7900,2012,09,27,3.0,19,17,4,4,39.0,3.0,32,SW,SE
7901,2012,03,14,2.0,8,12,9,8,11.0,1.0,46,NE,SW
7902,2012,08,10,4.0,16,15,12,14,32.0,2.0,9,SE,SE
7903,2013,03,03,6.0,19,17,3,5,9.0,1.0,23,SW,SW
7904,2013,01,27,6.0,4,4,1,1,4.0,1.0,33,SE,NE
7905,2011,09,17,5.0,0,0,14,11,37.0,3.0,15,SE,NE
7906,2012,04,22,6.0,18,18,19,17,16.0,1.0,63,NW,SW
7907,2011,10,05,2.0,15,3,6,13,40.0,3.0,10,NE,NE
7908,2012,06,08,4.0,16,15,12,14,23.0,2.0,9,SE,SE
7909,2011,12,15,3.0,17,16,15,3,50.0,3.0,31,SW,NE
7910,2012,03,25,6.0,19,17,1,1,12.0,1.0,53,SW,NE
7911,2011,12,10,5.0,11,12,13,10,49.0,3.0,20,NE,SE
7912,2013,01,28,0.0,15,3,5,6,5.0,1.0,44,NE,NE
7913,2012,05,05,5.0,13,10,0,0,18.0,1.0,58,SE,SE
7914,2011,10,31,0.0,1,1,11,12,44.0,3.0,35,NE,NE
7915,2012,01,17,1.0,9,8,10,9,3.0,1.0,38,SW,SW
7916,2011,10,28,4.0,16,15,0,0,43.0,3.0,1,SE,SE
7917,2013,02,26,1.0,11,12,15,3,9.0,1.0,12,NE,NE
7918,2012,09,25,1.0,3,5,10,9,39.0,3.0,17,SW,SW
7919,2011,10,17,0.0,13,10,11,12,42.0,3.0,20,SE,NE
7920,2011,12,19,0.0,4,4,9,8,51.0,3.0,24,SE,SW
7921,2012,12,18,1.0,18,18,15,3,51.0,3.0,42,NW,NE
7922,2012,08,15,2.0,4,4,9,8,33.0,2.0,24,SE,SW
7923,2012,09,23,6.0,13,10,11,12,38.0,3.0,20,SE,NE
7924,2012,07,24,1.0,15,3,0,0,30.0,2.0,60,NE,SE
7925,2012,07,08,6.0,3,5,19,17,27.0,2.0,23,SW,SW
7926,2012,07,02,0.0,4,4,0,0,27.0,2.0,5,SE,SE
7927,2012,07,31,1.0,15,3,10,9,31.0,2.0,39,NE,SW
7928,2012,11,30,4.0,15,3,6,13,48.0,3.0,10,NE,NE
7929,2012,01,30,0.0,12,14,6,13,5.0,1.0,14,SE,NE
7930,2012,09,20,3.0,15,3,16,15,38.0,3.0,7,NE,SE
7931,2012,10,02,1.0,5,6,15,3,40.0,3.0,44,NE,NE
7932,2013,01,27,6.0,17,16,3,5,4.0,1.0,62,SW,SW
7933,2011,10,10,0.0,13,10,0,0,41.0,3.0,58,SE,SE
7934,2012,01,01,6.0,15,3,16,15,52.0,1.0,7,NE,SE
7935,2012,08,18,5.0,4,4,15,3,33.0,2.0,8,SE,NE
7936,2012,04,19,3.0,15,3,7,7,16.0,1.0,13,NE,SE
7937,2011,10,13,3.0,3,5,4,4,41.0,3.0,0,SW,SE
7938,2011,10,17,0.0,1,1,10,9,42.0,3.0,49,NE,SW
7939,2012,10,23,1.0,4,4,3,5,43.0,3.0,0,SE,SW
7940,2011,09,10,5.0,3,5,14,11,36.0,3.0,4,SW,NE
7941,2011,12,05,0.0,7,7,10,9,49.0,3.0,29,SE,SW
7942,2012,08,01,2.0,19,17,15,3,31.0,2.0,41,SW,NE
7943,2012,01,06,4.0,3,5,14,11,1.0,1.0,4,SW,NE
7944,2011,11,27,6.0,0,0,14,11,47.0,3.0,15,SE,NE
7945,2012,07,21,5.0,3,5,15,3,29.0,2.0,21,SW,NE
7946,2012,09,04,1.0,11,12,15,3,36.0,3.0,12,NE,NE
7947,2012,09,21,4.0,14,11,15,3,38.0,3.0,54,NE,NE
7948,2013,02,16,5.0,18,18,19,17,7.0,1.0,63,NW,SW
7949,2012,10,16,1.0,9,8,19,17,42.0,3.0,56,SW,SW
7950,2013,01,11,4.0,10,9,18,18,2.0,1.0,11,SW,NW
7951,2012,04,02,0.0,1,1,10,9,14.0,1.0,49,NE,SW
7952,2011,09,21,2.0,3,5,14,11,38.0,3.0,4,SW,NE
7953,2012,03,24,5.0,6,13,1,1,12.0,1.0,36,NE,NE
7954,2012,01,08,6.0,0,0,2,2,1.0,1.0,37,SE,SE
7955,2012,07,18,2.0,15,3,3,5,29.0,2.0,21,NE,SW
7956,2011,11,18,4.0,15,3,11,12,46.0,3.0,12,NE,NE
7957,2011,11,06,6.0,11,12,5,6,44.0,3.0,61,NE,NE
7958,2011,11,12,5.0,3,5,4,4,45.0,3.0,0,SW,SE
7959,2013,02,21,3.0,9,8,8,12,8.0,1.0,46,SW,NE
7960,2012,11,05,0.0,2,2,0,0,45.0,3.0,37,SE,SE
7961,2013,01,17,3.0,15,3,6,13,3.0,1.0,10,NE,NE
7962,2012,05,13,6.0,15,3,11,12,19.0,1.0,12,NE,NE
7963,2012,05,10,3.0,1,1,10,9,19.0,1.0,49,NE,SW
7964,2012,04,12,3.0,19,17,3,5,15.0,1.0,23,SW,SW
7965,2012,04,30,0.0,0,0,1,1,18.0,1.0,18,SE,NE
7966,2012,06,21,3.0,10,9,19,17,25.0,2.0,52,SW,SW
7967,2012,06,25,0.0,15,3,17,16,26.0,2.0,31,NE,SW
7968,2012,06,09,5.0,8,12,10,9,23.0,2.0,48,NE,SW
7969,2012,04,11,2.0,1,1,10,9,15.0,1.0,49,NE,SW
7970,2011,09,13,1.0,15,3,16,15,37.0,3.0,7,NE,SE
7971,2012,04,02,0.0,15,3,14,11,14.0,1.0,54,NE,NE
7972,2012,07,13,4.0,19,17,18,18,28.0,2.0,63,SW,NW
7973,2012,09,26,2.0,0,0,16,15,39.0,3.0,1,SE,SE
7974,2011,09,02,4.0,16,15,0,0,35.0,3.0,1,SE,SE
7975,2011,12,26,0.0,19,17,9,8,52.0,3.0,56,SW,SW
7976,2012,12,19,2.0,11,12,15,3,51.0,3.0,12,NE,NE
7977,2012,11,13,1.0,5,6,11,12,46.0,3.0,61,NE,NE
7978,2012,07,05,3.0,6,13,1,1,27.0,2.0,36,NE,NE
7979,2012,12,27,3.0,4,4,10,9,52.0,3.0,27,SE,SW
7980,2012,05,21,0.0,7,7,10,9,21.0,1.0,29,SE,SW
7981,2011,12,26,0.0,16,15,4,4,52.0,3.0,28,SE,SE
7982,2012,05,30,2.0,16,15,15,3,22.0,1.0,7,SE,NE
7983,2013,01,19,5.0,10,9,4,4,3.0,1.0,27,SW,SE
7984,2011,12,17,5.0,18,18,15,3,50.0,3.0,42,NW,NE
7985,2013,02,22,4.0,18,18,3,5,8.0,1.0,25,NW,SW
7986,2012,06,03,6.0,0,0,12,14,22.0,2.0,55,SE,SE
7987,2012,10,13,5.0,16,15,4,4,41.0,3.0,28,SE,SE
7988,2012,05,09,2.0,19,17,1,1,19.0,1.0,53,SW,NE
7989,2012,11,03,5.0,15,3,7,7,44.0,3.0,13,NE,SE
7990,2012,03,17,5.0,9,8,3,5,11.0,1.0,2,SW,SW
7991,2012,10,06,5.0,3,5,17,16,40.0,3.0,62,SW,SW
7992,2013,01,16,2.0,19,17,1,1,3.0,1.0,53,SW,NE
7993,2013,03,02,5.0,0,0,16,15,9.0,1.0,1,SE,SE
7994,2012,04,18,2.0,3,5,4,4,16.0,1.0,0,SW,SE
7995,2012,03,27,1.0,9,8,15,3,13.0,1.0,34,SW,NE
7996,2011,10,29,5.0,3,5,15,3,43.0,3.0,21,SW,NE
7997,2012,03,24,5.0,11,12,4,4,12.0,1.0,30,NE,SE
7998,2012,09,22,5.0,10,9,0,0,38.0,3.0,40,SW,SE
7999,2012,07,04,2.0,0,0,10,9,27.0,2.0,40,SE,SW
8000,2012,08,28,1.0,1,1,10,9,35.0,2.0,49,NE,SW
8001,2011,09,30,4.0,19,17,10,9,39.0,3.0,52,SW,SW
8002,2011,11,07,0.0,4,4,0,0,45.0,3.0,5,SE,SE
8003,2012,11,10,5.0,9,8,10,9,45.0,3.0,38,SW,SW
8004,2012,07,16,0.0,17,16,15,3,29.0,2.0,31,SW,NE
8005,2012,08,02,3.0,9,8,19,17,31.0,2.0,56,SW,SW
8006,2013,01,03,3.0,12,14,16,15,1.0,1.0,9,SE,SE
8007,2012,08,11,5.0,6,13,10,9,32.0,2.0,47,NE,SW
8008,2012,04,28,5.0,3,5,4,4,17.0,1.0,0,SW,SE
8009,2012,10,19,4.0,0,0,14,11,42.0,3.0,15,SE,NE
8010,2011,11,06,6.0,2,2,11,12,44.0,3.0,59,SE,NE
8011,2012,07,16,0.0,3,5,18,18,29.0,2.0,25,SW,NW
8012,2012,07,28,5.0,10,9,0,0,30.0,2.0,40,SW,SE
8013,2012,05,07,0.0,12,14,0,0,19.0,1.0,55,SE,SE
8014,2012,06,07,3.0,18,18,19,17,23.0,2.0,63,NW,SW
8015,2011,10,16,6.0,3,5,17,16,41.0,3.0,62,SW,SW
8016,2012,11,26,0.0,10,9,9,8,48.0,3.0,38,SW,SW
8017,2013,01,06,6.0,12,14,16,15,1.0,1.0,9,SE,SE
8018,2012,12,20,3.0,15,3,14,11,51.0,3.0,54,NE,NE
8019,2012,10,16,1.0,13,10,8,12,42.0,3.0,19,SE,NE
8020,2012,06,14,3.0,10,9,1,1,24.0,2.0,49,SW,NE
8021,2012,05,04,4.0,15,3,11,12,18.0,1.0,12,NE,NE
8022,2012,01,09,0.0,1,1,19,17,2.0,1.0,53,NE,SW
8023,2012,04,05,3.0,18,18,15,3,14.0,1.0,42,NW,NE
